stay_date,room_nights,occupied_apartments,apartment_bed_rate_pairs,avg_bed_rate,sum_bed_rate
2025-03-06,16,"[12, 4, 1, 0, 9, 3, 5, 8, 7]","[(12, 125450), (4, 151764), (1, 114149), (0, 123179), (9, 128506), (3, 51681), (5, 129472), (8, 269421), (7, 123441)]",135229.22222222222,1217063
2025-03-07,19,"[12, 4, 1, 0, 9, 3, 5, 8, 7, 11]","[(12, 125450), (4, 151764), (1, 114149), (0, 123179), (9, 128506), (3, 51681), (5, 129472), (8, 269421), (7, 123441), (11, 140553)]",135761.6,1357616
2025-03-08,22,"[12, 1, 9, 3, 5, 8, 7, 11, 2, 4]","[(12, 125450), (1, 114149), (9, 128506), (3, 51681), (5, 129472), (8, 269421), (7, 123441), (11, 140553), (2, 81710), (4, 70009)]",123439.2,1234392
2025-03-09,20,"[12, 1, 9, 3, 8, 7, 11, 2, 4]","[(12, 125450), (1, 114149), (9, 128506), (3, 51681), (8, 269421), (7, 123441), (11, 140553), (2, 81710), (4, 70009)]",122768.88888888889,1104920
2025-03-10,17,"[1, 3, 7, 2, 4, 8, 0]","[(1, 114149), (3, 51681), (7, 123441), (2, 81710), (4, 70009), (8, 114022), (0, 116392)]",95914.85714285714,671404
2025-03-11,13,"[1, 3, 4, 8, 0, 9]","[(1, 114149), (3, 51681), (4, 70009), (8, 114022), (0, 116392), (9, 85911)]",92027.33333333333,552164
2025-03-12,17,"[1, 3, 4, 8, 0, 9, 5, 12]","[(1, 114149), (3, 51681), (4, 70009), (8, 114022), (0, 116392), (9, 85911), (5, 92921), (12, 91346)]",92053.875,736431
2025-03-13,20,"[1, 3, 0, 9, 5, 12, 6, 4, 7]","[(1, 114149), (3, 51681), (0, 116392), (9, 85911), (5, 92921), (12, 91346), (6, 216159), (4, 117425), (7, 119442)]",111714.0,1005426
2025-03-14,28,"[1, 0, 9, 5, 12, 6, 4, 7, 2, 11, 8]","[(1, 114149), (0, 116392), (9, 85911), (5, 92921), (12, 91346), (6, 216159), (4, 117425), (7, 119442), (2, 122643), (11, 174018), (8, 154702)]",127737.09090909091,1405108
2025-03-15,29,"[9, 5, 12, 6, 4, 7, 2, 11, 8, 1, 3, 0]","[(9, 85911), (5, 92921), (12, 91346), (6, 216159), (4, 117425), (7, 119442), (2, 122643), (11, 174018), (8, 154702), (1, 412289), (3, 102050), (0, 114150)]",150254.66666666666,1803056
2025-03-16,24,"[9, 7, 2, 11, 8, 3, 0, 6, 1]","[(9, 85911), (7, 119442), (2, 122643), (11, 174018), (8, 154702), (3, 102050), (0, 114150), (6, 123201), (1, 110546)]",122962.55555555556,1106663
2025-03-17,15,"[9, 3, 0, 6, 1, 8, 4]","[(9, 85911), (3, 102050), (0, 114150), (6, 123201), (1, 110546), (8, 142812), (4, 87745)]",109487.85714285714,766415
2025-03-18,14,"[9, 0, 6, 1, 8, 4, 12]","[(9, 85911), (0, 114150), (6, 123201), (1, 110546), (8, 142812), (4, 87745), (12, 145260)]",115660.71428571429,809625
2025-03-19,15,"[0, 4, 12, 8, 6, 9, 1]","[(0, 114150), (4, 87745), (12, 145260), (8, 148390), (6, 154706), (9, 109877), (1, 285735)]",149409.0,1045863
2025-03-20,33,"[0, 4, 12, 8, 6, 9, 1, 2, 5, 7, 11, 3]","[(0, 114150), (4, 87745), (12, 145260), (8, 148390), (6, 154706), (9, 109877), (1, 285735), (2, 135347), (5, 112182), (7, 115566), (11, 92215), (3, 80771)]",131828.66666666666,1581944
2025-03-21,31,"[0, 4, 12, 6, 9, 1, 2, 5, 7, 11, 3]","[(0, 114150), (4, 87745), (12, 145260), (6, 154706), (9, 109877), (1, 285735), (2, 135347), (5, 112182), (7, 115566), (11, 92215), (3, 80771)]",130323.09090909091,1433554
2025-03-22,32,"[0, 12, 6, 9, 1, 2, 5, 7, 11, 3, 8, 4]","[(0, 114150), (12, 145260), (6, 154706), (9, 109877), (1, 285735), (2, 135347), (5, 112182), (7, 115566), (11, 92215), (3, 80771), (8, 155966), (4, 136314)]",136507.41666666666,1638089
2025-03-23,17,"[3, 8, 4, 7, 1, 11, 2, 9]","[(3, 80771), (8, 155966), (4, 136314), (7, 96658), (1, 137290), (11, 96630), (2, 144922), (9, 177513)]",128258.0,1026064
2025-03-24,16,"[8, 4, 7, 1, 11, 2, 9, 0]","[(8, 155966), (4, 136314), (7, 96658), (1, 137290), (11, 96630), (2, 144922), (9, 177513), (0, 120734)]",133253.375,1066027
2025-03-25,11,"[1, 11, 2, 9, 0]","[(1, 137290), (11, 96630), (2, 144922), (9, 177513), (0, 120734)]",135417.8,677089
2025-03-26,16,"[1, 11, 2, 9, 0, 12, 5, 8]","[(1, 137290), (11, 96630), (2, 144922), (9, 177513), (0, 120734), (12, 90104), (5, 205773), (8, 166753)]",142464.875,1139719
2025-03-27,22,"[11, 2, 9, 12, 5, 8, 1, 0, 6]","[(11, 96630), (2, 144922), (9, 177513), (12, 90104), (5, 205773), (8, 166753), (1, 179335), (0, 146762), (6, 138926)]",149635.33333333334,1346718
2025-03-28,24,"[11, 2, 9, 5, 8, 1, 0, 6, 12, 7]","[(11, 96630), (2, 144922), (9, 177513), (5, 205773), (8, 166753), (1, 179335), (0, 146762), (6, 138926), (12, 120502), (7, 162250)]",153936.6,1539366
2025-03-29,32,"[9, 8, 1, 0, 6, 12, 7, 3, 11, 2, 4, 5]","[(9, 177513), (8, 166753), (1, 179335), (0, 146762), (6, 138926), (12, 120502), (7, 162250), (3, 91926), (11, 117623), (2, 70323), (4, 170025), (5, 216630)]",146547.33333333334,1758568
2025-03-30,26,"[9, 6, 7, 3, 11, 2, 4, 5, 0]","[(9, 177513), (6, 138926), (7, 162250), (3, 91926), (11, 117623), (2, 70323), (4, 170025), (5, 216630), (0, 84555)]",136641.22222222222,1229771
2025-03-31,20,"[9, 3, 11, 2, 4, 5, 0, 8]","[(9, 177513), (3, 91926), (11, 117623), (2, 70323), (4, 170025), (5, 216630), (0, 84555), (8, 122733)]",131416.0,1051328
2025-04-01,17,"[2, 4, 5, 0, 8, 1, 9, 12]","[(2, 70323), (4, 170025), (5, 216630), (0, 84555), (8, 122733), (1, 309328), (9, 97048), (12, 112676)]",147914.75,1183318
2025-04-02,15,"[4, 5, 0, 1, 9, 12, 8, 7, 11]","[(4, 170025), (5, 216630), (0, 84555), (1, 309328), (9, 97048), (12, 112676), (8, 239888), (7, 173814), (11, 236021)]",182220.55555555556,1639985
2025-04-03,30,"[5, 9, 12, 8, 7, 11, 0, 1, 2, 3, 6, 4]","[(5, 216630), (9, 97048), (12, 112676), (8, 239888), (7, 173814), (11, 236021), (0, 196440), (1, 143509), (2, 186474), (3, 206163), (6, 211852), (4, 122903)]",178618.16666666666,2143418
2025-04-04,34,"[5, 12, 7, 11, 0, 1, 2, 3, 6, 4, 9, 8]","[(5, 216630), (12, 112676), (7, 173814), (11, 236021), (0, 196440), (1, 143509), (2, 186474), (3, 206163), (6, 211852), (4, 122903), (9, 124713), (8, 212094)]",178607.41666666666,2143289
2025-04-05,33,"[5, 12, 11, 2, 3, 6, 4, 9, 8, 0, 1, 7]","[(5, 216630), (12, 112676), (11, 236021), (2, 186474), (3, 206163), (6, 211852), (4, 122903), (9, 124713), (8, 212094), (0, 264596), (1, 195854), (7, 95752)]",182144.0,2185728
2025-04-06,15,"[9, 8, 0, 1, 7, 6]","[(9, 124713), (8, 212094), (0, 264596), (1, 195854), (7, 95752), (6, 129770)]",170463.16666666666,1022779
2025-04-07,13,"[1, 7, 8, 2, 3, 11]","[(1, 195854), (7, 95752), (8, 235426), (2, 87257), (3, 98434), (11, 143788)]",142751.83333333334,856511
2025-04-08,18,"[1, 7, 8, 2, 3, 11, 0, 9]","[(1, 195854), (7, 95752), (8, 235426), (2, 87257), (3, 98434), (11, 143788), (0, 112777), (9, 124750)]",136754.75,1094038
2025-04-09,20,"[2, 3, 11, 0, 9, 8, 4, 6]","[(2, 87257), (3, 98434), (11, 143788), (0, 112777), (9, 124750), (8, 177699), (4, 126121), (6, 290067)]",145111.625,1160893
2025-04-10,18,"[3, 11, 9, 8, 4, 6, 1, 12]","[(3, 98434), (11, 143788), (9, 124750), (8, 177699), (4, 126121), (6, 290067), (1, 397713), (12, 118031)]",184575.375,1476603
2025-04-11,30,"[11, 9, 8, 4, 6, 1, 12, 5, 3, 7, 2, 0]","[(11, 143788), (9, 124750), (8, 177699), (4, 126121), (6, 290067), (1, 397713), (12, 118031), (5, 320372), (3, 156653), (7, 154720), (2, 130080), (0, 193037)]",194419.25,2333031
2025-04-12,31,"[8, 4, 6, 1, 12, 5, 3, 7, 2, 0, 11, 9]","[(8, 177699), (4, 126121), (6, 290067), (1, 397713), (12, 118031), (5, 320372), (3, 156653), (7, 154720), (2, 130080), (0, 193037), (11, 196049), (9, 172541)]",202756.91666666666,2433083
2025-04-13,31,"[8, 4, 6, 12, 3, 7, 2, 0, 11, 9, 1]","[(8, 177699), (4, 126121), (6, 290067), (12, 118031), (3, 156653), (7, 154720), (2, 130080), (0, 193037), (11, 196049), (9, 172541), (1, 240961)]",177814.45454545456,1955959
2025-04-14,25,"[4, 6, 12, 0, 11, 9, 1, 2, 7, 5]","[(4, 126121), (6, 290067), (12, 118031), (0, 193037), (11, 196049), (9, 172541), (1, 240961), (2, 154187), (7, 92872), (5, 159294)]",174316.0,1743160
2025-04-15,26,"[4, 6, 11, 9, 1, 2, 7, 5, 0, 3]","[(4, 126121), (6, 290067), (11, 196049), (9, 172541), (1, 240961), (2, 154187), (7, 92872), (5, 159294), (0, 174130), (3, 218928)]",182515.0,1825150
2025-04-16,27,"[4, 6, 9, 1, 2, 7, 5, 0, 3, 12, 8]","[(4, 126121), (6, 290067), (9, 172541), (1, 240961), (2, 154187), (7, 92872), (5, 159294), (0, 174130), (3, 218928), (12, 197597), (8, 304560)]",193750.72727272726,2131258
2025-04-17,31,"[6, 9, 1, 5, 3, 12, 8, 4, 7, 2, 0]","[(6, 290067), (9, 172541), (1, 240961), (5, 159294), (3, 218928), (12, 197597), (8, 304560), (4, 156765), (7, 573107), (2, 176574), (0, 273911)]",251300.45454545456,2764305
2025-04-18,35,"[6, 9, 1, 3, 12, 8, 7, 2, 0, 5, 11, 4]","[(6, 290067), (9, 172541), (1, 240961), (3, 218928), (12, 197597), (8, 304560), (7, 573107), (2, 176574), (0, 273911), (5, 489035), (11, 230090), (4, 176199)]",278630.8333333333,3343570
2025-04-19,39,"[1, 3, 12, 8, 7, 2, 0, 11, 4, 9, 5, 6]","[(1, 240961), (3, 218928), (12, 197597), (8, 304560), (7, 573107), (2, 176574), (0, 273911), (11, 230090), (4, 176199), (9, 169779), (5, 220506), (6, 135882)]",243174.5,2918094
2025-04-20,33,"[1, 8, 0, 11, 4, 9, 5, 6, 7, 2, 3]","[(1, 240961), (8, 304560), (0, 273911), (11, 230090), (4, 176199), (9, 169779), (5, 220506), (6, 135882), (7, 110602), (2, 81060), (3, 67165)]",182792.27272727274,2010715
2025-04-21,18,"[1, 8, 5, 6, 7, 2, 3]","[(1, 240961), (8, 304560), (5, 220506), (6, 135882), (7, 110602), (2, 81060), (3, 67165)]",165819.42857142858,1160736
2025-04-22,22,"[1, 5, 6, 2, 3, 9, 8, 4]","[(1, 240961), (5, 220506), (6, 135882), (2, 81060), (3, 67165), (9, 132373), (8, 135561), (4, 112988)]",140812.0,1126496
2025-04-23,21,"[1, 9, 8, 4, 12, 11, 0, 7, 5]","[(1, 240961), (9, 132373), (8, 135561), (4, 112988), (12, 158048), (11, 162789), (0, 408794), (7, 353809), (5, 153314)]",206515.22222222222,1858637
2025-04-24,31,"[1, 4, 12, 11, 0, 7, 5, 2, 9, 8, 6, 3]","[(1, 240961), (4, 112988), (12, 158048), (11, 162789), (0, 408794), (7, 353809), (5, 153314), (2, 340042), (9, 180525), (8, 299642), (6, 251824), (3, 157947)]",235056.91666666666,2820683
2025-04-25,31,"[1, 12, 11, 0, 7, 5, 2, 9, 8, 6, 3, 4]","[(1, 240961), (12, 158048), (11, 162789), (0, 408794), (7, 353809), (5, 153314), (2, 340042), (9, 180525), (8, 299642), (6, 251824), (3, 157947), (4, 114636)]",235194.25,2822331
2025-04-26,31,"[7, 5, 9, 8, 6, 3, 4, 2, 1, 0, 11, 12]","[(7, 353809), (5, 153314), (9, 180525), (8, 299642), (6, 251824), (3, 157947), (4, 114636), (2, 90077), (1, 138434), (0, 215440), (11, 111364), (12, 87772)]",179565.33333333334,2154784
2025-04-27,23,"[5, 6, 3, 2, 1, 0, 11, 12, 8]","[(5, 153314), (6, 251824), (3, 157947), (2, 90077), (1, 138434), (0, 215440), (11, 111364), (12, 87772), (8, 235780)]",160216.88888888888,1441952
2025-04-28,13,"[3, 1, 0, 11, 12, 8, 4]","[(3, 157947), (1, 138434), (0, 215440), (11, 111364), (12, 87772), (8, 235780), (4, 304563)]",178757.14285714287,1251300
2025-04-29,3,"[8, 4]","[(8, 235780), (4, 304563)]",270171.5,540343
2025-04-30,15,"[4, 8, 2, 5, 7, 0, 1]","[(4, 304563), (8, 201264), (2, 86312), (5, 196030), (7, 328877), (0, 598020), (1, 211661)]",275246.71428571426,1926727
2025-05-01,37,"[4, 8, 2, 5, 7, 0, 1, 3, 6, 9, 11, 12]","[(4, 304563), (8, 201264), (2, 86312), (5, 196030), (7, 328877), (0, 598020), (1, 211661), (3, 222946), (6, 190518), (9, 289658), (11, 242733), (12, 266618)]",261600.0,3139200
2025-05-02,35,"[4, 5, 7, 0, 1, 3, 6, 9, 11, 12, 8, 2]","[(4, 304563), (5, 196030), (7, 328877), (0, 598020), (1, 211661), (3, 222946), (6, 190518), (9, 289658), (11, 242733), (12, 266618), (8, 394608), (2, 696072)]",328525.3333333333,3942304
2025-05-03,34,"[4, 7, 0, 1, 6, 9, 11, 12, 2, 3, 8, 5]","[(4, 304563), (7, 328877), (0, 598020), (1, 211661), (6, 190518), (9, 289658), (11, 242733), (12, 266618), (2, 696072), (3, 204099), (8, 321320), (5, 153790)]",317327.4166666667,3807929
2025-05-04,17,"[4, 1, 12, 2, 8, 5, 9, 0, 7]","[(4, 304563), (1, 211661), (12, 266618), (2, 696072), (8, 321320), (5, 153790), (9, 97048), (0, 104932), (7, 228008)]",264890.22222222225,2384012
2025-05-05,23,"[1, 8, 5, 9, 0, 7, 2, 6]","[(1, 211661), (8, 321320), (5, 153790), (9, 97048), (0, 104932), (7, 228008), (2, 125424), (6, 69905)]",164011.0,1312088
2025-05-06,25,"[1, 5, 9, 0, 7, 2, 6, 8, 12]","[(1, 211661), (5, 153790), (9, 97048), (0, 104932), (7, 228008), (2, 125424), (6, 69905), (8, 258146), (12, 88138)]",148561.33333333334,1337052
2025-05-07,26,"[1, 5, 7, 6, 8, 12, 0, 4, 3, 9, 2]","[(1, 211661), (5, 153790), (7, 228008), (6, 69905), (8, 258146), (12, 88138), (0, 235482), (4, 159256), (3, 196867), (9, 166581), (2, 101030)]",169896.72727272726,1868864
2025-05-08,26,"[1, 5, 7, 8, 12, 0, 4, 3, 9, 2, 11]","[(1, 211661), (5, 153790), (7, 228008), (8, 258146), (12, 88138), (0, 235482), (4, 159256), (3, 196867), (9, 166581), (2, 101030), (11, 211821)]",182798.18181818182,2010780
2025-05-09,29,"[1, 7, 12, 4, 3, 9, 2, 11, 8, 5, 0, 6]","[(1, 211661), (7, 228008), (12, 88138), (4, 159256), (3, 196867), (9, 166581), (2, 101030), (11, 211821), (8, 226418), (5, 162566), (0, 171862), (6, 145312)]",172460.0,2069520
2025-05-10,25,"[9, 2, 11, 8, 5, 0, 6, 7, 3, 12]","[(9, 166581), (2, 101030), (11, 211821), (8, 226418), (5, 162566), (0, 171862), (6, 145312), (7, 219782), (3, 100242), (12, 78378)]",158399.2,1583992
2025-05-11,20,"[2, 5, 0, 6, 7, 3, 12, 1, 9]","[(2, 101030), (5, 162566), (0, 171862), (6, 145312), (7, 219782), (3, 100242), (12, 78378), (1, 132856), (9, 230908)]",149215.11111111112,1342936
2025-05-12,19,"[2, 6, 7, 3, 12, 1, 9, 8, 4]","[(2, 101030), (6, 145312), (7, 219782), (3, 100242), (12, 78378), (1, 132856), (9, 230908), (8, 266228), (4, 200471)]",163911.88888888888,1475207
2025-05-13,23,"[2, 6, 7, 3, 12, 1, 9, 8, 4, 0, 11]","[(2, 101030), (6, 145312), (7, 219782), (3, 100242), (12, 78378), (1, 132856), (9, 230908), (8, 266228), (4, 200471), (0, 135087), (11, 161444)]",161067.0909090909,1771738
2025-05-14,14,"[2, 9, 8, 4, 0, 11, 3]","[(2, 101030), (9, 230908), (8, 266228), (4, 200471), (0, 135087), (11, 161444), (3, 142952)]",176874.2857142857,1238120
2025-05-15,18,"[9, 8, 4, 11, 3, 1, 6, 5]","[(9, 230908), (8, 266228), (4, 200471), (11, 161444), (3, 142952), (1, 179763), (6, 121264), (5, 107980)]",176376.25,1411010
2025-05-16,30,"[9, 4, 11, 3, 1, 6, 5, 8, 7, 12, 0, 2]","[(9, 230908), (4, 200471), (11, 161444), (3, 142952), (1, 179763), (6, 121264), (5, 107980), (8, 209742), (7, 242863), (12, 179066), (0, 236977), (2, 100363)]",176149.41666666666,2113793
2025-05-17,32,"[4, 11, 6, 5, 8, 7, 12, 0, 2, 3, 1, 9]","[(4, 200471), (11, 161444), (6, 121264), (5, 107980), (8, 209742), (7, 242863), (12, 179066), (0, 236977), (2, 100363), (3, 107627), (1, 136537), (9, 111829)]",159680.25,1916163
2025-05-18,32,"[4, 11, 6, 5, 7, 12, 0, 2, 3, 1, 9, 8]","[(4, 200471), (11, 161444), (6, 121264), (5, 107980), (7, 242863), (12, 179066), (0, 236977), (2, 100363), (3, 107627), (1, 136537), (9, 111829), (8, 152280)]",154891.75,1858701
2025-05-19,20,"[11, 12, 0, 2, 9, 8, 3, 7]","[(11, 161444), (12, 179066), (0, 236977), (2, 100363), (9, 111829), (8, 152280), (3, 100242), (7, 92949)]",141893.75,1135150
2025-05-20,23,"[0, 2, 9, 8, 3, 7, 12, 5, 1]","[(0, 236977), (2, 100363), (9, 111829), (8, 152280), (3, 100242), (7, 92949), (12, 146563), (5, 149142), (1, 261936)]",150253.44444444444,1352281
2025-05-21,17,"[8, 3, 7, 12, 5, 1, 4, 9]","[(8, 152280), (3, 100242), (7, 92949), (12, 146563), (5, 149142), (1, 261936), (4, 130340), (9, 238940)]",159049.0,1272392
2025-05-22,26,"[3, 7, 12, 5, 1, 4, 9, 8, 2, 11]","[(3, 100242), (7, 92949), (12, 146563), (5, 149142), (1, 261936), (4, 130340), (9, 238940), (8, 306632), (2, 144953), (11, 189511)]",176120.8,1761208
2025-05-23,32,"[12, 5, 1, 4, 9, 8, 2, 11, 7, 6, 0, 3]","[(12, 146563), (5, 149142), (1, 261936), (4, 130340), (9, 238940), (8, 306632), (2, 144953), (11, 189511), (7, 242863), (6, 260779), (0, 453004), (3, 134421)]",221590.33333333334,2659084
2025-05-24,31,"[5, 1, 9, 8, 2, 11, 7, 6, 0, 3, 12, 4]","[(5, 149142), (1, 261936), (9, 238940), (8, 306632), (2, 144953), (11, 189511), (7, 242863), (6, 260779), (0, 453004), (3, 134421), (12, 134167), (4, 125234)]",220131.83333333334,2641582
2025-05-25,23,"[5, 1, 9, 7, 6, 0, 3, 12, 4, 8, 2]","[(5, 149142), (1, 261936), (9, 238940), (7, 242863), (6, 260779), (0, 453004), (3, 134421), (12, 134167), (4, 125234), (8, 218694), (2, 128096)]",213388.72727272726,2347276
2025-05-26,22,"[1, 0, 3, 4, 8, 2, 6, 11, 9]","[(1, 261936), (0, 453004), (3, 134421), (4, 125234), (8, 218694), (2, 128096), (6, 131815), (11, 135534), (9, 114413)]",189238.55555555556,1703147
2025-05-27,18,"[3, 2, 6, 11, 9, 5]","[(3, 134421), (2, 128096), (6, 131815), (11, 135534), (9, 114413), (5, 203495)]",141295.66666666666,847774
2025-05-28,26,"[3, 6, 11, 9, 5, 4, 2, 8]","[(3, 134421), (6, 131815), (11, 135534), (9, 114413), (5, 203495), (4, 142734), (2, 258740), (8, 355301)]",184556.625,1476453
2025-05-29,40,"[3, 9, 5, 4, 2, 8, 0, 7, 12, 1, 6, 11]","[(3, 134421), (9, 114413), (5, 203495), (4, 142734), (2, 258740), (8, 355301), (0, 372131), (7, 283764), (12, 204527), (1, 366925), (6, 188002), (11, 267627)]",241006.66666666666,2892080
2025-05-30,40,"[3, 9, 5, 4, 2, 8, 0, 7, 12, 1, 6, 11]","[(3, 134421), (9, 114413), (5, 203495), (4, 142734), (2, 258740), (8, 355301), (0, 372131), (7, 283764), (12, 204527), (1, 366925), (6, 188002), (11, 267627)]",241006.66666666666,2892080
2025-05-31,36,"[2, 8, 7, 12, 1, 6, 11, 4, 0, 5, 3, 9]","[(2, 258740), (8, 355301), (7, 283764), (12, 204527), (1, 366925), (6, 188002), (11, 267627), (4, 142734), (0, 208376), (5, 167242), (3, 137703), (9, 184244)]",230432.08333333334,2765185
